centre,left,right,sa
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_12_664.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_12_664.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_12_664.jpg,-0.15
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_12_735.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_12_735.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_12_735.jpg,-0.3
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_12_815.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_12_815.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_12_815.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_12_896.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_12_896.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_12_896.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_12_968.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_12_968.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_12_968.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_13_047.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_13_047.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_13_047.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_13_114.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_13_114.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_13_114.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_13_182.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_13_182.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_13_182.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_13_265.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_13_265.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_13_265.jpg,-0.2
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_13_333.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_13_333.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_13_333.jpg,-0.35
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_13_405.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_13_405.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_13_405.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_13_486.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_13_486.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_13_486.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_13_565.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_13_565.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_13_565.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_13_631.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_13_631.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_13_631.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_13_705.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_13_705.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_13_705.jpg,-0.2
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_13_788.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_13_788.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_13_788.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_13_869.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_13_869.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_13_869.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_13_948.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_13_948.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_13_948.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_14_028.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_14_028.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_14_028.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_14_095.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_14_095.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_14_095.jpg,-0.05
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_14_164.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_14_164.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_14_164.jpg,-0.25
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_14_232.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_14_232.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_14_232.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_14_314.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_14_314.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_14_314.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_14_383.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_14_383.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_14_383.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_14_465.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_14_465.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_14_465.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_14_549.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_14_549.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_14_549.jpg,-0.1
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_14_632.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_14_632.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_14_632.jpg,-0.3
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_14_698.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_14_698.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_14_698.jpg,-0.45
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_14_783.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_14_783.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_14_783.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_14_852.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_14_852.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_14_852.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_14_921.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_14_921.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_14_921.jpg,-0.1
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_14_988.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_14_988.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_14_988.jpg,-0.25
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_15_056.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_15_056.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_15_056.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_15_123.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_15_123.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_15_123.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_15_205.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_15_205.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_15_205.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_15_276.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_15_276.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_15_276.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_15_345.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_15_345.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_15_345.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_15_415.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_15_415.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_15_415.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_15_497.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_15_497.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_15_497.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_15_565.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_15_565.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_15_565.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_15_648.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_15_648.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_15_648.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_15_728.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_15_728.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_15_728.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_15_797.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_15_797.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_15_797.jpg,-0.15
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_15_882.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_15_882.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_15_882.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_15_963.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_15_963.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_15_963.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_16_046.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_16_046.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_16_046.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_16_128.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_16_128.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_16_128.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_16_204.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_16_204.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_16_204.jpg,-0.2
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_16_287.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_16_287.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_16_287.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_16_366.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_16_366.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_16_366.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_16_435.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_16_435.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_16_435.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_16_516.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_16_516.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_16_516.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_16_597.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_16_597.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_16_597.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_16_671.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_16_671.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_16_671.jpg,-0.1
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_16_751.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_16_751.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_16_751.jpg,-0.3
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_16_831.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_16_831.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_16_831.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_16_898.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_16_898.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_16_898.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_16_981.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_16_981.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_16_981.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_17_062.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_17_062.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_17_062.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_17_128.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_17_128.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_17_128.jpg,-0.05
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_17_213.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_17_213.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_17_213.jpg,-0.25
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_17_293.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_17_293.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_17_293.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_17_367.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_17_367.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_17_367.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_17_434.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_17_434.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_17_434.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_17_512.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_17_512.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_17_512.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_17_578.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_17_578.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_17_578.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_17_654.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_17_654.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_17_654.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_17_730.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_17_730.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_17_730.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_17_805.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_17_805.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_17_805.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_17_890.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_17_890.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_17_890.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_17_965.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_17_965.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_17_965.jpg,-0.1
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_18_040.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_18_040.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_18_040.jpg,-0.3
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_18_119.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_18_119.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_18_119.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_18_194.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_18_194.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_18_194.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_18_265.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_18_265.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_18_265.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_18_334.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_18_334.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_18_334.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_18_409.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_18_409.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_18_409.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_18_486.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_18_486.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_18_486.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_18_554.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_18_554.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_18_554.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_18_633.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_18_633.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_18_633.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_18_704.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_18_704.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_18_704.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_42_18_774.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_42_18_774.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_42_18_774.jpg,0
